,Subject,memory_scores,memory_rates,memory_dprime,memory_metad,memory_criterion,memory_mratio,memory_mdiff,perception_scores,perception_rates,perception_dprime,perception_metad,perception_criterion,perception_mratio,perception_mdiff,memory_mratio_log,perception_mratio_log,DGI_memory_perception
10,82,"(84, 18, 16, 82)","(0.8235294117647058, 0.16326530612244897)",1.1102779717077498,-0.0859261126582133,0.0261132522574527,-0.0773915315333582,-1.1962040843659631,"(123, 24, 57, 96)","(0.8367346938775511, 0.37254901960784315)",0.7177940255294146,1.826929995583808,-0.3280081423684471,2.5452008941372024,1.1091359700543932,,0.9342095836797554,
11,83,"(72, 29, 17, 82)","(0.7128712871287128, 0.1717171717171717)",0.5290677582123,1.2811079299668455,0.1928044027289351,2.4214439645607224,0.7520401717545455,"(116, 25, 50, 109)","(0.8226950354609929, 0.31446540880503143)",0.3558503862317065,-1.966185353734822,-0.221226144801158,-5.5253146541607805,-2.322035739966529,0.8843640417966661,,
12,85,"(68, 34, 26, 72)","(0.6666666666666666, 0.2653061224489796)",1.360777774623933,2.0228064709866405,0.098172194184112,1.4865075758205026,0.6620286963627078,"(105, 44, 47, 104)","(0.7046979865771812, 0.31125827814569534)",2.037495939394884,3.182790210450268,-0.0228370233196744,1.5621087379420864,1.1452942710553835,0.396429459857763,0.4460366635541076,0.04960720369634458
13,86,"(67, 33, 26, 74)","(0.67, 0.26)",1.382994127100638,-0.4738374316995294,0.1017161198598415,-0.3426170960630906,-1.856831558800168,"(107, 42, 44, 107)","(0.7181208053691275, 0.2913907284768212)",-0.4917677036556438,3.6847060571515615,-0.0139708162798212,-7.4927776463574896,4.176473760807206,,,
14,87,"(74, 19, 7, 100)","(0.7956989247311828, 0.06542056074766354)",-0.2233494410492086,0.248369127467521,0.3422186297174527,-1.1120203672808835,0.4717185685167297,"(91, 52, 31, 126)","(0.6363636363636364, 0.19745222929936307)",0.6281202234180706,0.753830357814303,0.251000556801062,1.200137059291213,0.1257101343962323,,0.18243576634780612,
15,90,"(62, 37, 24, 77)","(0.6262626262626263, 0.2376237623762376)",0.125661346855074,0.8558448467220022,0.1959981040079947,6.810724762556088,0.7301834998669282,"(99, 40, 44, 117)","(0.7122302158273381, 0.2732919254658385)",-0.1413327785498785,0.0130203535944027,0.0214875874387338,-0.0921255049819009,0.1543531321442812,1.9184985407182427,,
16,91,"(81, 26, 27, 66)","(0.7570093457943925, 0.2903225806451613)",-0.3186393639643751,0.4385809853764197,-0.0721360968131812,-1.3764180919764026,0.7572203493407949,"(116, 40, 36, 108)","(0.7435897435897436, 0.25)",0.6372787279287503,-0.1600620111112539,0.0100187747320389,-0.2511648421585937,-0.7973407390400042,,,
17,92,"(80, 16, 33, 71)","(0.8333333333333334, 0.3173076923076923)",-0.3186393639643751,2.6801637515264884,-0.246090407794228,-8.411276366425772,2.998803115490864,,,,,,,,,,
18,94,"(70, 29, 29, 72)","(0.7070707070707071, 0.2871287128712871)",-0.648782202137326,-0.5653749166802857,0.0084726133762904,0.8714402380609916,0.0834072854570402,"(137, 9, 77, 77)","(0.9383561643835616, 0.5)",1.382994127100638,1.4401491448504933,-0.7705598189113076,1.041327014070318,0.0571550177498552,-0.1376079900268226,0.040495874856523006,0.17810386488334562
19,97,"(68, 29, 27, 76)","(0.7010309278350515, 0.2621359223300971)",0.6744897501960817,0.5579672556942136,0.0547032284185134,0.8272434911457235,-0.1165224945018681,"(76, 60, 26, 138)","(0.5588235294117647, 0.15853658536585366)",1.5252098006084591,1.6134362388126469,0.4262517179467381,1.0578454440621814,0.0882264382041875,-0.18965620027335317,0.05623423964789902,0.2458904399212522
20,2,,,,,,,,"(122, 29, 60, 89)","(0.8079470198675497, 0.40268456375838924)",-0.1483161526154814,0.0688179038323493,-0.3119756833198666,-0.4639946669245383,0.2171340564478308,,,
21,5,,,,,,,,"(109, 37, 49, 105)","(0.7465753424657534, 0.3181818181818182)",-0.6744897501960817,-1.295942130357675,-0.0954812338168842,1.921366677523165,-0.6214523801615933,,0.6530367440322276,
22,28,,,,,,,,"(95, 58, 33, 114)","(0.6209150326797386, 0.22448979591836735)",0.4232728195784505,0.6875825678791461,0.2246162109633846,1.6244429976957395,0.2643097483006955,,0.48516498637363864,
23,31,,,,,,,,"(115, 34, 54, 97)","(0.7718120805369127, 0.3576158940397351)",2.330682963508571,1.247466954138439,-0.1899945218634095,0.5352366553795559,-1.083216009370132,,-0.6250462833886606,
24,53,,,,,,,,"(106, 47, 41, 106)","(0.6928104575163399, 0.2789115646258503)",0.1582941559074708,-0.1443915786674797,0.0411227263475438,-0.912172517296736,-0.3026857345749505,,,
25,95,,,,,,,,"(132, 17, 66, 85)","(0.8859060402684564, 0.4370860927152318)",0.1144171905207039,0.5921304444958824,-0.5233393233752075,5.175187765065212,0.4777132539751784,,1.6438756215976058,
